created_at,updated_at,extras,id,name,parent_id,jurisdiction_id,classification,sources,links,other_names
2021-03-25 14:17:36.006282+00:00,2021-03-25 14:17:36.006321+00:00,{},ocd-organization/24af4233-d9b5-5933-91b2-51d29f721037,House,ocd-organization/98590d80-8f8a-57fa-bdfc-55d778fbd88a,ocd-jurisdiction/country:us/government,lower,[],[],[]
2021-03-25 14:17:52.884914+00:00,2021-03-25 14:17:52.884932+00:00,{},ocd-organization/072da2ce-df81-52c3-9cc8-323e208cdf10,Senate,ocd-organization/98590d80-8f8a-57fa-bdfc-55d778fbd88a,ocd-jurisdiction/country:us/government,upper,[],[],[]
2025-01-30 02:06:58.048783+00:00,2025-02-21 19:43:28.474560+00:00,{},ocd-organization/42332288-732a-4cda-8ac3-0217afae57db,Homeland Security Committee Counterterrorism and Intelligence,ocd-organization/1b4c8042-794d-5f20-bfb9-114bf565df17,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://homeland.house.gov/intelligence-and-counterterrorism', 'note': ''}]","[{'url': 'https://homeland.house.gov/intelligence-and-counterterrorism', 'note': ''}]","[{'name': 'House Homeland Security Committee Counterterrorism and Intelligence', 'end_date': '', 'start_date': ''}, {'name': 'House Homeland Security Committee Counterterrorism and Intelligence Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Homeland Security Committee Counterterrorism and Intelligence', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:58.150071+00:00,2025-02-21 19:43:21.260009+00:00,{},ocd-organization/a63efb01-3402-4f88-b023-02675da5784e,"Science, Space and Technology Committee Investigations and Oversight",ocd-organization/3784e5c7-f164-569f-b164-2accdc099783,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://science.house.gov/subcommittee-investigations-oversight', 'note': ''}]","[{'url': 'https://science.house.gov/subcommittee-investigations-oversight', 'note': ''}]","[{'name': 'House Science, Space and Technology Committee Investigations and Oversight', 'end_date': '', 'start_date': ''}, {'name': 'House Science, Space and Technology Committee Investigations and Oversight Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Science, Space and Technology Committee Investigations and Oversight', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:42.289181+00:00,2025-02-21 19:43:17.942957+00:00,{},ocd-organization/e573d2cd-6948-42c0-b7b8-75988d512dcf,"Foreign Relations Committee East Asia, the Pacific and International Cybersecurity Policy",ocd-organization/9f3e78d9-3849-5435-8ea4-77c32657f12d,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'Senate Foreign Relations Committee East Asia, the Pacific and International Cybersecurity Policy', 'end_date': '', 'start_date': ''}, {'name': 'Senate Foreign Relations Committee East Asia, the Pacific and International Cybersecurity Policy Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Foreign Relations Committee East Asia, the Pacific and International Cybersecurity Policy', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:07:00.173938+00:00,2025-02-21 19:43:15.283323+00:00,{},ocd-organization/4c626f1f-c5ba-4677-ae9c-48dbd934e681,"Health, Education, Labor and Pensions Committee Employment and Workplace Safety",ocd-organization/311e8265-0627-51b0-89f2-ff5fa3304e62,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.help.senate.gov/about/subcommittees', 'note': ''}]","[{'url': 'https://www.help.senate.gov/about/subcommittees', 'note': ''}]","[{'name': 'Senate Health, Education, Labor and Pensions Committee Employment and Workplace Safety', 'end_date': '', 'start_date': ''}, {'name': 'Senate Health, Education, Labor and Pensions Committee Employment and Workplace Safety Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Health, Education, Labor and Pensions Committee Employment and Workplace Safety', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:07:00.725315+00:00,2025-03-21 20:46:58.380580+00:00,{},ocd-organization/4fc3bb15-f242-414b-9a13-3a027223d919,Veterans' Affairs Committee Health,ocd-organization/e1f71de3-5f9e-5a0c-b11a-6d2230165dfd,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117992', 'note': ''}]","[{'url': 'https://veterans.house.gov/issues/issue/?IssueID=117992', 'note': ''}]","[{'name': ""House Subcommittee on Veterans' Affairs Committee Health"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Health"", 'end_date': '', 'start_date': ''}, {'name': ""House Veterans' Affairs Committee Health Subcommittee"", 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.913541+00:00,2025-02-21 19:43:06.762613+00:00,{},ocd-organization/b54d5313-9206-4ac5-b89c-36e4eda7af07,"Appropriations Committee Commerce, Justice, Science and Related Agencies",ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/commerce-justice-science-and-related-agencies', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/commerce-justice-science-and-related-agencies', 'note': ''}]","[{'name': 'Senate Appropriations Committee Commerce, Justice, Science and Related Agencies', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Commerce, Justice, Science and Related Agencies Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Commerce, Justice, Science and Related Agencies', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:45:55.728723+00:00,2025-02-21 19:43:06.835775+00:00,{},ocd-organization/9550cdd7-5fa0-43b8-9220-b32527696162,"Appropriations Committee Interior, Environment and Related Agencies",ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/interior-environment-and-related-agencies', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/interior-environment-and-related-agencies', 'note': ''}]","[{'name': 'Senate Appropriations Committee Interior, Environment and Related Agencies', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Interior, Environment and Related Agencies Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Interior, Environment and Related Agencies', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:48.998095+00:00,2025-02-21 19:43:06.937969+00:00,{},ocd-organization/0596b373-f93e-4a26-b90a-2940c7fe60a5,Appropriations Committee Financial Services and General Government,ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/financial-services-and-general-government', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/financial-services-and-general-government', 'note': ''}]","[{'name': 'Senate Appropriations Committee Financial Services and General Government', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Financial Services and General Government Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Financial Services and General Government', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.587834+00:00,2025-02-21 19:43:07.043570+00:00,{},ocd-organization/80653dd0-e7b0-47ea-95ee-fb178fe84b6c,"Appropriations Committee Military Construction, Veterans Affairs and Related Agencies",ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/military-construction-veterans-affairs-and-related-agencies', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/military-construction-veterans-affairs-and-related-agencies', 'note': ''}]","[{'name': 'Senate Appropriations Committee Military Construction, Veterans Affairs and Related Agencies', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Military Construction, Veterans Affairs and Related Agencies Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Military Construction, Veterans Affairs and Related Agencies', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:50.019796+00:00,2025-02-21 19:43:07.244383+00:00,{},ocd-organization/999373f4-4ec3-42a1-ac67-4b0f3d527e9d,Appropriations Committee Legislative Branch,ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/legislative-branch', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/legislative-branch', 'note': ''}]","[{'name': 'Senate Appropriations Committee Legislative Branch', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Legislative Branch Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Legislative Branch', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.718236+00:00,2025-02-21 19:43:07.344711+00:00,{},ocd-organization/15b25bd9-4350-4b5c-b7e5-5b268e5f8bee,"Appropriations Committee Agriculture, Rural Development, Food and Drug Administration and Related Agencies",ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/agriculture-rural-development-food-and-drug-administration-and-related-agencies', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/agriculture-rural-development-food-and-drug-administration-and-related-agencies', 'note': ''}]","[{'name': 'Senate Appropriations Committee Agriculture, Rural Development, Food and Drug Administration and Related Agencies', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Agriculture, Rural Development, Food and Drug Administration and Related Agencies Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Agriculture, Rural Development, Food and Drug Administration and Related Agencies', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.134202+00:00,2025-02-21 19:43:07.445664+00:00,{},ocd-organization/80bf4fee-c3e2-499c-857f-a5eb5edec9ab,Appropriations Committee Energy and Water Development,ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/energy-and-water-development', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/energy-and-water-development', 'note': ''}]","[{'name': 'Senate Appropriations Committee Energy and Water Development', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Energy and Water Development Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Energy and Water Development', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.201678+00:00,2025-02-21 19:43:07.543720+00:00,{},ocd-organization/c331592d-c558-449c-9d21-40fb51d1bb98,Appropriations Committee Homeland Security,ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/homeland-security', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/homeland-security', 'note': ''}]","[{'name': 'Senate Appropriations Committee Homeland Security', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Homeland Security Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Homeland Security', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.504412+00:00,2025-02-21 19:43:07.655119+00:00,{},ocd-organization/6ad63c80-9f49-4c68-8234-a4e9e4b4c5e8,"Appropriations Committee Transportation, Housing and Urban Development and Related Agencies",ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/transportation-housing-and-urban-development-and-related-agencies', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/transportation-housing-and-urban-development-and-related-agencies', 'note': ''}]","[{'name': 'Senate Appropriations Committee Transportation, Housing and Urban Development and Related Agencies', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Transportation, Housing and Urban Development and Related Agencies Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Transportation, Housing and Urban Development and Related Agencies', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.830253+00:00,2025-02-21 19:43:07.762975+00:00,{},ocd-organization/906d1524-e06e-4201-8e46-1d9c20289ba0,"Appropriations Committee State, Foreign Operations and Related Programs",ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/state-foreign-operations-and-related-programs', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/state-foreign-operations-and-related-programs', 'note': ''}]","[{'name': 'Senate Appropriations Committee State, Foreign Operations and Related Programs', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee State, Foreign Operations and Related Programs Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee State, Foreign Operations and Related Programs', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:49.266597+00:00,2025-02-21 19:43:07.868469+00:00,{},ocd-organization/b1f53085-6de3-478c-8ddc-30246627673b,"Appropriations Committee Labor, Health and Human Services, Education and Related Agencies",ocd-organization/7e31db4c-af13-5154-9c3a-aa7dd499c83b,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://www.appropriations.senate.gov/subcommittees/labor-health-and-human-services-education-and-related-agencies', 'note': ''}]","[{'url': 'https://www.appropriations.senate.gov/subcommittees/labor-health-and-human-services-education-and-related-agencies', 'note': ''}]","[{'name': 'Senate Appropriations Committee Labor, Health and Human Services, Education and Related Agencies', 'end_date': '', 'start_date': ''}, {'name': 'Senate Appropriations Committee Labor, Health and Human Services, Education and Related Agencies Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'Senate Subcommittee on Appropriations Committee Labor, Health and Human Services, Education and Related Agencies', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:53.615140+00:00,2025-02-21 19:43:10.378533+00:00,{},ocd-organization/d26b15c9-aa7f-4089-87e3-dd65002c7d84,Energy and Commerce Committee Environment,ocd-organization/6bcc72d7-fb5e-576c-bc59-086572a8da53,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://energycommerce.house.gov/committees/subcommittee/environment', 'note': ''}]","[{'url': 'https://energycommerce.house.gov/committees/subcommittee/environment', 'note': ''}]","[{'name': 'House Energy and Commerce Committee Environment', 'end_date': '', 'start_date': ''}, {'name': 'House Energy and Commerce Committee Environment Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Energy and Commerce Committee Environment', 'end_date': '', 'start_date': ''}]"
2025-02-21 19:43:10.438853+00:00,2025-02-28 22:57:25.844251+00:00,{},ocd-organization/3bb4c565-eb6f-4ee2-8a42-ae6dfd281605,Energy and Commerce Committee Privacy Working Group,ocd-organization/6bcc72d7-fb5e-576c-bc59-086572a8da53,ocd-jurisdiction/country:us/government,subcommittee,[],[],"[{'name': 'House Energy and Commerce Committee Privacy Working Group', 'end_date': '', 'start_date': ''}, {'name': 'House Energy and Commerce Committee Privacy Working Group Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Energy and Commerce Committee Privacy Working Group', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:06.919169+00:00,2025-02-21 19:43:10.819076+00:00,{},ocd-organization/0a21b8dc-0067-4cef-a4f7-69e2f88ef8f1,"Energy and Commerce Committee Commerce, Manufacturing and Trade",ocd-organization/6bcc72d7-fb5e-576c-bc59-086572a8da53,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://energycommerce.house.gov/committees/subcommittee/Commerce', 'note': ''}]","[{'url': 'https://energycommerce.house.gov/committees/subcommittee/Commerce', 'note': ''}]","[{'name': 'House Energy and Commerce Committee Commerce, Manufacturing and Trade', 'end_date': '', 'start_date': ''}, {'name': 'House Energy and Commerce Committee Commerce, Manufacturing and Trade Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Energy and Commerce Committee Commerce, Manufacturing and Trade', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:53.546444+00:00,2025-02-21 19:43:10.880537+00:00,{},ocd-organization/63facaeb-843d-4754-994f-59bb8848822e,Energy and Commerce Committee Health,ocd-organization/6bcc72d7-fb5e-576c-bc59-086572a8da53,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://energycommerce.house.gov/committees/subcommittee/health', 'note': ''}]","[{'url': 'https://energycommerce.house.gov/committees/subcommittee/health', 'note': ''}]","[{'name': 'House Energy and Commerce Committee Health', 'end_date': '', 'start_date': ''}, {'name': 'House Energy and Commerce Committee Health Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Energy and Commerce Committee Health', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:45:34.524479+00:00,2025-02-21 19:43:11.012005+00:00,{},ocd-organization/b39675cd-5c7d-470a-8235-653da951c7f0,"Agriculture Committee Commodity Markets, Digital Assets and Rural Development",ocd-organization/64bc8175-ce7e-5b02-baf5-5a5d814e718c,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14907', 'note': ''}]","[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14907', 'note': ''}]","[{'name': 'House Agriculture Committee Commodity Markets, Digital Assets and Rural Development', 'end_date': '', 'start_date': ''}, {'name': 'House Agriculture Committee Commodity Markets, Digital Assets and Rural Development Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Agriculture Committee Commodity Markets, Digital Assets and Rural Development', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:45:31.911057+00:00,2025-03-29 03:02:02.483411+00:00,{},ocd-organization/96764556-a18e-471d-8f99-7e94a8b4d158,Agriculture Committee Forestry and Horticulture,ocd-organization/64bc8175-ce7e-5b02-baf5-5a5d814e718c,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14911', 'note': ''}]","[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14911', 'note': ''}]","[{'name': 'Agriculture Committee Forestry', 'end_date': '', 'start_date': ''}, {'name': 'House Agriculture Committee Forestry', 'end_date': '', 'start_date': ''}, {'name': 'House Agriculture Committee Forestry and Horticulture', 'end_date': '', 'start_date': ''}, {'name': 'House Agriculture Committee Forestry and Horticulture Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Agriculture Committee Forestry Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Agriculture Committee Forestry', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Agriculture Committee Forestry and Horticulture', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:45:32.600877+00:00,2025-02-21 19:43:11.464264+00:00,{},ocd-organization/255e6cf5-1bec-47dd-8997-97f81a703ab4,"Agriculture Committee General Farm Commodities, Risk Management and Credit",ocd-organization/64bc8175-ce7e-5b02-baf5-5a5d814e718c,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14912', 'note': ''}]","[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14912', 'note': ''}]","[{'name': 'House Agriculture Committee General Farm Commodities, Risk Management and Credit', 'end_date': '', 'start_date': ''}, {'name': 'House Agriculture Committee General Farm Commodities, Risk Management and Credit Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Agriculture Committee General Farm Commodities, Risk Management and Credit', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:45:36.176556+00:00,2025-02-21 19:43:11.582553+00:00,{},ocd-organization/e7533f8f-0539-4539-84da-b0ddc0d91112,"Agriculture Committee Conservation, Research and Biotechnology",ocd-organization/64bc8175-ce7e-5b02-baf5-5a5d814e718c,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14910', 'note': ''}]","[{'url': 'https://agriculture.house.gov/issues/issue/?IssueID=14910', 'note': ''}]","[{'name': 'House Agriculture Committee Conservation, Research and Biotechnology', 'end_date': '', 'start_date': ''}, {'name': 'House Agriculture Committee Conservation, Research and Biotechnology Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Agriculture Committee Conservation, Research and Biotechnology', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:38.464510+00:00,2025-02-21 19:43:11.882448+00:00,{},ocd-organization/0cf70fc6-4c68-42a5-87c3-fad63de3aa8e,Foreign Affairs Committee Europe,ocd-organization/6f645bd7-0332-5edc-82c0-6da644369bfa,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://foreignaffairs.house.gov/subcommittee/europe', 'note': ''}]","[{'url': 'https://foreignaffairs.house.gov/subcommittee/europe', 'note': ''}]","[{'name': 'House Foreign Affairs Committee Europe', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Europe Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Foreign Affairs Committee Europe', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:39.385332+00:00,2025-04-14 12:53:53.967086+00:00,{},ocd-organization/9e94826b-516e-4fba-afd8-358282c0aa4a,Foreign Affairs Committee Middle East and North Africa,ocd-organization/6f645bd7-0332-5edc-82c0-6da644369bfa,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://foreignaffairs.house.gov/subcommittee/global-health-global-human-rights-and-international-orgs', 'note': ''}]","[{'url': 'https://foreignaffairs.house.gov/subcommittee/global-health-global-human-rights-and-international-orgs', 'note': ''}]","[{'name': 'Foreign Affairs Committee Middle East, North Africa and Central Asia', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Middle East and North Africa', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Middle East and North Africa Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Middle East, North Africa and Central Asia', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Middle East, North Africa and Central Asia Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Foreign Affairs Committee Middle East and North Africa', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Foreign Affairs Committee Middle East, North Africa and Central Asia', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:45:40.641477+00:00,2025-02-21 19:43:12.238691+00:00,{},ocd-organization/96b2bb5f-dadc-464c-a94f-b1159d70d428,Foreign Affairs Committee Africa,ocd-organization/6f645bd7-0332-5edc-82c0-6da644369bfa,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://foreignaffairs.house.gov/subcommittee/africa', 'note': ''}]","[{'url': 'https://foreignaffairs.house.gov/subcommittee/africa', 'note': ''}]","[{'name': 'House Foreign Affairs Committee Africa', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Africa Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Foreign Affairs Committee Africa', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:38.915233+00:00,2025-02-21 19:43:12.464415+00:00,{},ocd-organization/07ab6800-8791-4795-b12f-e5547a8c3db8,Foreign Affairs Committee East Asia and Pacific,ocd-organization/6f645bd7-0332-5edc-82c0-6da644369bfa,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://foreignaffairs.house.gov/subcommittee/indo-pacific', 'note': ''}]","[{'url': 'https://foreignaffairs.house.gov/subcommittee/indo-pacific', 'note': ''}]","[{'name': 'Foreign Affairs Committee Indo-Pacific', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee East Asia and Pacific', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee East Asia and Pacific Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Indo-Pacific', 'end_date': '', 'start_date': ''}, {'name': 'House Foreign Affairs Committee Indo-Pacific Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Foreign Affairs Committee East Asia and Pacific', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Foreign Affairs Committee Indo-Pacific', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:52.430712+00:00,2025-02-21 19:43:12.750697+00:00,{},ocd-organization/e1c467bf-c857-442f-afa7-9df4d208189c,Judiciary Committee Constitution and Limited Government,ocd-organization/87d1d54e-6852-588a-9f1c-4cf682d217bb,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://judiciary.house.gov/subcommittees/committee-judiciary-118th-congress/constitution-and-limited-government-118th-congress', 'note': ''}]","[{'url': 'https://judiciary.house.gov/subcommittees/committee-judiciary-118th-congress/constitution-and-limited-government-118th-congress', 'note': ''}]","[{'name': 'House Judiciary Committee Constitution and Limited Government', 'end_date': '', 'start_date': ''}, {'name': 'House Judiciary Committee Constitution and Limited Government Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Judiciary Committee Constitution and Limited Government', 'end_date': '', 'start_date': ''}]"
2025-01-28 05:46:01.808983+00:00,2025-04-24 03:01:17.235897+00:00,{},ocd-organization/f1dfdf91-633c-4009-b5cc-a9e0ed6cc963,Judiciary Committee Oversight,ocd-organization/87d1d54e-6852-588a-9f1c-4cf682d217bb,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://judiciary.house.gov/subcommittees/committee-judiciary-119th-congress/oversight-119th-congress', 'note': ''}]","[{'url': 'https://judiciary.house.gov/subcommittees/committee-judiciary-119th-congress/oversight-119th-congress', 'note': ''}]","[{'name': 'House Judiciary Committee Oversight', 'end_date': '', 'start_date': ''}, {'name': 'House Judiciary Committee Oversight Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Judiciary Committee Oversight', 'end_date': '', 'start_date': ''}]"
2025-01-30 02:06:52.535168+00:00,2025-04-24 03:01:16.754452+00:00,{},ocd-organization/f4baabba-d4c3-44f4-99ee-4b095fb9a1d7,Judiciary Committee Crime and Federal Government Surveillance,ocd-organization/87d1d54e-6852-588a-9f1c-4cf682d217bb,ocd-jurisdiction/country:us/government,subcommittee,"[{'url': 'https://judiciary.house.gov/subcommittees/committee-judiciary-119th-congress/crime-and-federal-government-surveillance-119th', 'note': ''}]","[{'url': 'https://judiciary.house.gov/subcommittees/committee-judiciary-119th-congress/crime-and-federal-government-surveillance-119th', 'note': ''}]","[{'name': 'House Judiciary Committee Crime and Federal Government Surveillance', 'end_date': '', 'start_date': ''}, {'name': 'House Judiciary Committee Crime and Federal Government Surveillance Subcommittee', 'end_date': '', 'start_date': ''}, {'name': 'House Subcommittee on Judiciary Committee Crime and Federal Government Surveillance', 'end_date': '', 'start_date': ''}]"
